Название;изображение
Ноутбук Lenovo IdeaPad 3 15ADA05 AMD Athlon 3050U 4GB DDR 240GB SSD AMD Radeon Graphics HD DOS серый;https://www.kivano.kg//images/product/99916/1636016517_65129000.jpg
Ноутбук Lenovo IdeaPad 3 15ADA05 AMD Athlon 3050U 8GB DDR 120GB SSD AMD Radeon Graphics HD DOS серый;https://www.kivano.kg//images/product/99918/1636016693_18621600.jpg
Ноутбук Lenovo IdeaPad 3 15ADA05 AMD Athlon 3050U 8GB DDR 240GB SSD AMD Radeon Graphics HD DOS серый;https://www.kivano.kg//images/product/99919/1636016774_55586400.jpg
Ноутбук Lenovo IdeaPad 3 15ADA05 AMD Athlon 3050U 8GB DDR 1000GB HDD + 128GB SSD AMD Radeon Graphics HD DOS серый;https://www.kivano.kg//images/product/99921/1636016979_41982900.jpg
Ноутбук Lenovo IdeaPad 3 15ADA05 AMD Athlon 3050U 8GB DDR 1000GB HDD + 256GB SSD AMD Radeon Graphics HD DOS серый;https://www.kivano.kg//images/product/99922/1636017066_42573100.jpg
Ноутбук Lenovo ThinkPad X1 Yoga Gen 5 Intel Core i5-10210U 8GB DDR3 256GB SSD Intel UHD Graphics 620 FHD серый;https://www.kivano.kg//images/product/87635/1610081181_80711400.jpg
Ноутбук Lenovo IdeaPad 3 15ADA05 AMD Athlon 3050U 8GB DDR 1000GB HDD + 512GB SSD AMD Radeon Graphics HD DOS серый;https://www.kivano.kg//images/product/99923/1636017149_02667600.jpg
Ноутбук Lenovo Ideapad 3 15IGL05 Intel Pentium N5030 4GB DDR 120GB SSD Intel UHD Graphics 605 HD DOS серый;https://www.kivano.kg//images/product/97876/1631787392_47612300.jpg
Ноутбук Lenovo V14-ADA AMD Athlon 3150U 12GB DDR 128GB SSD AMD Radeon Graphics FHD DOS серый;https://www.kivano.kg//images/product/99668/1635326688_89856800.png
Ноутбук Lenovo IdeaPad 3 15ADA05 AMD Athlon 3050U 8GB DDR 1000GB HDD AMD Radeon Graphics HD DOS серый;https://www.kivano.kg//images/product/99924/1636017237_95711300.jpg
Ноутбук Lenovo Ideapad 3 15IGL05 Intel Pentium N5030 4GB DDR 500GB HDD Intel UHD Graphics 605 HD DOS серый;https://www.kivano.kg//images/product/97877/1631787555_36552300.jpg
Ноутбук Acer Nitro 5 AN515-54 I5165SGN Intel Core i5-9300H 16GB DDR 1000GB SSD + 256GB SSD NVIDIA GeForce GTX 1650 4GB FHD DOS черный;https://www.kivano.kg//images/product/99413/1634546006_84069200.jpg
Ноутбук Asus X509F Intel Core i3-10110U 4GB DDR4 1000GB HDD DOS Slate Grey + W10;https://www.kivano.kg//images/product/99925/1636022286_90739000.png
Ноутбук Lenovo L3 15IML05 Intel Pentium Gold 6405U 4GB DDR 1000GB HDD Nvidia MX130 2GB HD серебристый;https://www.kivano.kg//images/product/97878/1631787730_28677600.jpg
Ноутбук Acer Nitro 5 AN515-54 I5165SGN Intel Core i5-9300H 16GB DDR 1000GB SSD + 512GB SSD NVIDIA GeForce GTX 1650 4GB FHD DOS черный;https://www.kivano.kg//images/product/99414/1634546123_72273800.jpg
Ноутбук Lenovo V14-ADA AMD Athlon 3150U 12GB DDR 480GB SSD AMD Radeon Graphics FHD DOS серый;https://www.kivano.kg//images/product/99670/1635326894_29772700.png
Ноутбук Asus X509F Intel Core i3-10110U 8GB DDR4 1000GB HDD DOS Slate Grey + W10;https://www.kivano.kg//images/product/99926/1636022346_44013800.png
Ноутбук Acer Nitro 5 AN515-54 I5165SGN Intel Core i5-9300H 16GB DDR 1000GB SSD NVIDIA GeForce GTX 1650 4GB FHD DOS черный;https://www.kivano.kg//images/product/99415/1634546307_75401000.jpg
Ноутбук Asus X509F Intel Core i3-10110U 12GB DDR4 1000GB HDD DOS Slate Grey + W10;https://www.kivano.kg//images/product/99927/1636022396_56833200.png
Ноутбук Acer Nitro 5 AN515-54 I5165SGN Intel Core i5-9300H 16GB DDR 256GB SSD NVIDIA GeForce GTX 1650 4GB FHD DOS черный;https://www.kivano.kg//images/product/99416/1634546427_76864500.jpg
Ноутбук Lenovo V14-ADA AMD Athlon 3150U 12GB DDR 1000GB HDD + 256GB SSD AMD Radeon Graphics FHD DOS серый;https://www.kivano.kg//images/product/99672/1635327135_93830800.png
Ноутбук Asus X509F Intel Core i3-10110U 20GB DDR4 1000GB HDD DOS Slate Grey + W10;https://www.kivano.kg//images/product/99928/1636022453_36866500.png
Ноутбук Asus X515J Intel Core i3-1005G1 8GB DDR4 512GB SSD DOS Slate Grey;https://www.kivano.kg//images/product/93529/1622783907_64414800.png
Ноутбук Acer Nitro 5 AN515-54 I5165SGN Intel Core i5-9300H 16GB DDR 512GB SSD NVIDIA GeForce GTX 1650 4GB FHD DOS черный;https://www.kivano.kg//images/product/99417/1634546528_46864800.jpg
Ноутбук Lenovo V14-ADA  AMD Athlon 3150U 12GB DDR 1000GB HDD + 512GB SSD AMD Radeon Graphics FHD DOS серый;https://www.kivano.kg//images/product/99673/1635327229_54434000.png
Ноутбук Asus X509F Intel Core i3-10110U 4GB DDR4 1000GB HDD + 128GB SSD DOS Slate Grey + W10;https://www.kivano.kg//images/product/99929/1636024403_41920300.png
Ноутбук Lenovo V14-ADA AMD Athlon 3150U 12GB DDR 1000GB HDD AMD Radeon Graphics FHD DOS серый;https://www.kivano.kg//images/product/99674/1635327401_37827800.png
Ноутбук Asus X509F Intel Core i3-10110U 8GB DDR4 1000GB HDD + 128GB SSD DOS Slate Grey + W10;https://www.kivano.kg//images/product/99930/1636024541_38343900.jpg
Ноутбук Lenovo V14-ADA AMD Athlon 3150U 4GB DDR 128GB SSD AMD Radeon Graphics FHD DOS серый;https://www.kivano.kg//images/product/99675/1635327530_01378800.png
Ноутбук Asus X509F Intel Core i3-10110U 12GB DDR4 1000GB HDD + 128GB SSD DOS Slate Grey + W10;https://www.kivano.kg//images/product/99931/1636024570_14944200.jpg
Ноутбук Asus X509F Intel Core i3-10110U 20GB DDR4 1000GB HDD + 128GB SSD DOS Slate Grey + W10;https://www.kivano.kg//images/product/99932/1636024586_17974400.jpg
Ноутбук Asus X509F Intel Core i3-10110U 4GB DDR4 1000GB HDD + 256GB SSD DOS Slate Grey;https://www.kivano.kg//images/product/99933/1636026397_21696100.jpg
Ноутбук Asus X509F Intel Core i3-10110U 8GB DDR4 1000GB HDD + 256GB SSD DOS Slate Grey;https://www.kivano.kg//images/product/99934/1636026411_17953500.jpg
Ноутбук Acer Nitro 5 AN515-54 I5165SGN Intel Core i5-9300H 24GB DDR 1000GB SSD + 256GB SSD NVIDIA GeForce GTX 1650 4GB FHD DOS черный;https://www.kivano.kg//images/product/99423/1634554342_12662300.jpg
Ноутбук Asus X509F Intel Core i3-10110U 12GB DDR4 1000GB HDD + 256GB SSD DOS Slate Grey;https://www.kivano.kg//images/product/99935/1636026424_71952700.jpg
Ноутбук Acer Nitro 5 AN515-54 I5165SGN Intel Core i5-9300H 24GB DDR 1000GB SSD + 512GB SSD NVIDIA GeForce GTX 1650 4GB FHD DOS черный;https://www.kivano.kg//images/product/99424/1634554523_00655600.jpg
Ноутбук Lenovo V14-ADA AMD Athlon 3150U 4GB DDR 480GB SSD AMD Radeon Graphics FHD DOS серый;https://www.kivano.kg//images/product/99680/1635328216_04095500.png
Ноутбук Asus X509F Intel Core i3-10110U 20GB DDR4 1000GB HDD + 256GB SSD DOS Slate Grey;https://www.kivano.kg//images/product/99936/1636026438_12430100.jpg
Ноутбук Acer Nitro 5 AN515-54 I5165SGN Intel Core i5-9300H 24GB DDR 1000GB SSD NVIDIA GeForce GTX 1650 4GB FHD DOS черный;https://www.kivano.kg//images/product/99425/1634554808_97096500.jpg
